product_name,product_slug,kind,role,filename,relative_path,title,alt,attach,source_url
Tank,tank,vape,feature-01,tank-justccell-vape-feature-01.jpg,upload/tank-justccell-vape-feature-01.jpg,Tank - Justccell - Vape - Feature 01,Tank - Justccell - Vape - Feature 01,ACF Feature slider,https://justccell.com/wp-content/uploads/2026/08/justccell-tank-miniature-design.jpg
Tank,tank,vape,feature-02,tank-justccell-vape-feature-02.jpg,upload/tank-justccell-vape-feature-02.jpg,Tank - Justccell - Vape - Feature 02,Tank - Justccell - Vape - Feature 02,ACF Feature slider,https://justccell.com/wp-content/uploads/2026/08/justccell-tank-oil-compatibility.jpg
Tank,tank,vape,feature-03,tank-justccell-vape-feature-03.jpg,upload/tank-justccell-vape-feature-03.jpg,Tank - Justccell - Vape - Feature 03,Tank - Justccell - Vape - Feature 03,ACF Feature slider,https://justccell.com/wp-content/uploads/2026/08/justccell-tank-leak-switch.jpg
Tank,tank,vape,feature-04,tank-justccell-vape-feature-04.jpg,upload/tank-justccell-vape-feature-04.jpg,Tank - Justccell - Vape - Feature 04,Tank - Justccell - Vape - Feature 04,ACF Feature slider,https://justccell.com/wp-content/uploads/2026/08/justccell-tank-voltage-settings.jpg
Tank,tank,vape,feature-05,tank-justccell-vape-feature-05.jpg,upload/tank-justccell-vape-feature-05.jpg,Tank - Justccell - Vape - Feature 05,Tank - Justccell - Vape - Feature 05,ACF Feature slider,https://justccell.com/wp-content/uploads/2026/09/justccell-tank-feature-image-02.jpg
Tank,tank,vape,evomax,tank-justccell-vape-evomax.jpg,upload/tank-justccell-vape-evomax.jpg,Tank - Justccell - Vape - EVOMAX,Tank - Justccell - Vape - EVOMAX,ACF EVOMAX background,https://justccell.com/wp-content/uploads/2026/09/justccell-m3-plus-evomax-background.jpg
Tank,tank,vape,detail-01,tank-justccell-vape-detail-01.png,upload/tank-justccell-vape-detail-01.png,Tank - Justccell - Vape - Detail 01,Tank - Justccell - Vape - Detail 01,ACF Detail mosaic,https://justccell.com/wp-content/uploads/2026/09/justccell-tank-detail-1.png
Tank,tank,vape,detail-02,tank-justccell-vape-detail-02.jpg,upload/tank-justccell-vape-detail-02.jpg,Tank - Justccell - Vape - Detail 02,Tank - Justccell - Vape - Detail 02,ACF Detail mosaic,https://justccell.com/wp-content/uploads/2026/09/justccell-tank-detail-3.jpg
Flexcell X,flexcell-x,vape,featured,flexcell-x-justccell-vape-featured.png,upload/flexcell-x-justccell-vape-featured.png,Flexcell X - Justccell - Vape,Flexcell X - Justccell - Vape,Woo Product image + ACF listing card image,https://justccell.com/wp-content/uploads/2026/09/justccell-flexcell-x-featured-image.png
Flexcell X,flexcell-x,vape,gallery-02,flexcell-x-justccell-vape-gallery-02.png,upload/flexcell-x-justccell-vape-gallery-02.png,Flexcell X - Justccell - Vape - Gallery 02,Flexcell X - Justccell - Vape - Gallery 02,ACF Thumbnail gallery,https://justccell.com/wp-content/uploads/2026/09/justccell-flexcell-x-product-gallery-02.png
Flexcell X,flexcell-x,vape,gallery-03,flexcell-x-justccell-vape-gallery-03.png,upload/flexcell-x-justccell-vape-gallery-03.png,Flexcell X - Justccell - Vape - Gallery 03,Flexcell X - Justccell - Vape - Gallery 03,ACF Thumbnail gallery,https://justccell.com/wp-content/uploads/2026/08/justccell-photo-9bf76028cf.png
Flexcell X,flexcell-x,vape,evomax,flexcell-x-justccell-vape-evomax.jpg,upload/flexcell-x-justccell-vape-evomax.jpg,Flexcell X - Justccell - Vape - EVOMAX,Flexcell X - Justccell - Vape - EVOMAX,ACF EVOMAX background,https://justccell.com/wp-content/uploads/2026/09/justccell-m3-plus-evomax-background.jpg
Slym,slym,vape,featured,slym-justccell-vape-featured.png,upload/slym-justccell-vape-featured.png,Slym - Justccell - Vape,Slym - Justccell - Vape,Woo Product image + ACF listing card image,https://justccell.com/wp-content/uploads/2026/09/justccell-slym-featured-image.png
Slym,slym,vape,gallery-01,slym-justccell-vape-gallery-01.png,upload/slym-justccell-vape-gallery-01.png,Slym - Justccell - Vape - Gallery 01,Slym - Justccell - Vape - Gallery 01,ACF Thumbnail gallery,https://justccell.com/wp-content/uploads/2026/09/justccell-slym-product-gallery-01.png
Slym,slym,vape,evomax,slym-justccell-vape-evomax.jpg,upload/slym-justccell-vape-evomax.jpg,Slym - Justccell - Vape - EVOMAX,Slym - Justccell - Vape - EVOMAX,ACF EVOMAX background,https://justccell.com/wp-content/uploads/2026/09/justccell-m3-plus-evomax-background.jpg
Blanc,blanc,vape,featured,blanc-justccell-vape-featured.png,upload/blanc-justccell-vape-featured.png,Blanc - Justccell - Vape,Blanc - Justccell - Vape,Woo Product image + ACF listing card image,https://justccell.com/wp-content/uploads/2026/09/justccell-blanc-featured-image.png
Blanc,blanc,vape,gallery-01,blanc-justccell-vape-gallery-01.png,upload/blanc-justccell-vape-gallery-01.png,Blanc - Justccell - Vape - Gallery 01,Blanc - Justccell - Vape - Gallery 01,ACF Thumbnail gallery,https://justccell.com/wp-content/uploads/2026/09/justccell-blanc-product-gallery-01.png
Blanc,blanc,vape,gallery-03,blanc-justccell-vape-gallery-03.png,upload/blanc-justccell-vape-gallery-03.png,Blanc - Justccell - Vape - Gallery 03,Blanc - Justccell - Vape - Gallery 03,ACF Thumbnail gallery,https://justccell.com/wp-content/uploads/2026/08/justccell-blanc-catalog.png
Blanc,blanc,vape,evomax,blanc-justccell-vape-evomax.jpg,upload/blanc-justccell-vape-evomax.jpg,Blanc - Justccell - Vape - EVOMAX,Blanc - Justccell - Vape - EVOMAX,ACF EVOMAX background,https://justccell.com/wp-content/uploads/2026/09/justccell-m3-plus-evomax-background.jpg
Voca Pro,voca-pro,vape,featured,voca-pro-justccell-vape-featured.png,upload/voca-pro-justccell-vape-featured.png,Voca Pro - Justccell - Vape,Voca Pro - Justccell - Vape,Woo Product image + ACF listing card image,https://justccell.com/wp-content/uploads/2026/09/justccell-voca-pro-featured-image.png
Voca Pro,voca-pro,vape,gallery-01,voca-pro-justccell-vape-gallery-01.png,upload/voca-pro-justccell-vape-gallery-01.png,Voca Pro - Justccell - Vape - Gallery 01,Voca Pro - Justccell - Vape - Gallery 01,ACF Thumbnail gallery,https://justccell.com/wp-content/uploads/2026/09/justccell-voca-pro-product-gallery-01.png
Voca Pro,voca-pro,vape,gallery-03,voca-pro-justccell-vape-gallery-03.png,upload/voca-pro-justccell-vape-gallery-03.png,Voca Pro - Justccell - Vape - Gallery 03,Voca Pro - Justccell - Vape - Gallery 03,ACF Thumbnail gallery,https://justccell.com/wp-content/uploads/2026/08/justccell-voca-pro-catalog.png
Voca Pro,voca-pro,vape,feature-01,voca-pro-justccell-vape-feature-01.jpg,upload/voca-pro-justccell-vape-feature-01.jpg,Voca Pro - Justccell - Vape - Feature 01,Voca Pro - Justccell - Vape - Feature 01,ACF Feature slider,https://justccell.com/wp-content/uploads/2026/09/justccell-voca-pro-feature-image-06.jpg
Voca Pro,voca-pro,vape,evomax,voca-pro-justccell-vape-evomax.jpg,upload/voca-pro-justccell-vape-evomax.jpg,Voca Pro - Justccell - Vape - EVOMAX,Voca Pro - Justccell - Vape - EVOMAX,ACF EVOMAX background,https://justccell.com/wp-content/uploads/2026/09/justccell-m3-plus-evomax-background.jpg
Flexcell Pro,flexcell-pro,vape,featured,flexcell-pro-justccell-vape-featured.png,upload/flexcell-pro-justccell-vape-featured.png,Flexcell Pro - Justccell - Vape,Flexcell Pro - Justccell - Vape,Woo Product image + ACF listing card image,https://justccell.com/wp-content/uploads/2026/09/justccell-flexcell-pro-featured-image.png
Flexcell Pro,flexcell-pro,vape,feature-01,flexcell-pro-justccell-vape-feature-01.jpg,upload/flexcell-pro-justccell-vape-feature-01.jpg,Flexcell Pro - Justccell - Vape - Feature 01,Flexcell Pro - Justccell - Vape - Feature 01,ACF Feature slider,https://justccell.com/wp-content/uploads/2026/09/justccell-voca-pro-feature-image-06.jpg
Flexcell Pro,flexcell-pro,vape,evomax,flexcell-pro-justccell-vape-evomax.jpg,upload/flexcell-pro-justccell-vape-evomax.jpg,Flexcell Pro - Justccell - Vape - EVOMAX,Flexcell Pro - Justccell - Vape - EVOMAX,ACF EVOMAX background,https://justccell.com/wp-content/uploads/2026/09/justccell-m3-plus-evomax-background.jpg
Vision Box Elite,vision-box-elite,vape,featured,vision-box-elite-justccell-vape-featured.png,upload/vision-box-elite-justccell-vape-featured.png,Vision Box Elite - Justccell - Vape,Vision Box Elite - Justccell - Vape,Woo Product image + ACF listing card image,https://justccell.com/wp-content/uploads/2026/09/justccell-vision-box-elite-featured-image.png
Vision Box Elite,vision-box-elite,vape,evomax,vision-box-elite-justccell-vape-evomax.jpg,upload/vision-box-elite-justccell-vape-evomax.jpg,Vision Box Elite - Justccell - Vape - EVOMAX,Vision Box Elite - Justccell - Vape - EVOMAX,ACF EVOMAX background,https://justccell.com/wp-content/uploads/2026/09/justccell-m3-plus-evomax-background.jpg
Rosin Bar,rosin-bar,vape,featured,rosin-bar-justccell-vape-featured.png,upload/rosin-bar-justccell-vape-featured.png,Rosin Bar - Justccell - Vape,Rosin Bar - Justccell - Vape,Woo Product image + ACF listing card image,https://justccell.com/wp-content/uploads/2026/09/justccell-rosin-bar-featured-image.png
Rosin Bar,rosin-bar,vape,gallery-01,rosin-bar-justccell-vape-gallery-01.png,upload/rosin-bar-justccell-vape-gallery-01.png,Rosin Bar - Justccell - Vape - Gallery 01,Rosin Bar - Justccell - Vape - Gallery 01,ACF Thumbnail gallery,https://justccell.com/wp-content/uploads/2026/09/justccell-rosin-bar-product-gallery-01.png
Rosin Bar,rosin-bar,vape,evomax,rosin-bar-justccell-vape-evomax.jpg,upload/rosin-bar-justccell-vape-evomax.jpg,Rosin Bar - Justccell - Vape - EVOMAX,Rosin Bar - Justccell - Vape - EVOMAX,ACF EVOMAX background,https://justccell.com/wp-content/uploads/2026/09/justccell-m3-plus-evomax-background.jpg
Listo,listo,vape,featured,listo-justccell-vape-featured.png,upload/listo-justccell-vape-featured.png,Listo - Justccell - Vape,Listo - Justccell - Vape,Woo Product image + ACF listing card image,https://justccell.com/wp-content/uploads/2026/09/justccell-listo-featured-image.png
Listo,listo,vape,evomax,listo-justccell-vape-evomax.jpg,upload/listo-justccell-vape-evomax.jpg,Listo - Justccell - Vape - EVOMAX,Listo - Justccell - Vape - EVOMAX,ACF EVOMAX background,https://justccell.com/wp-content/uploads/2026/09/justccell-m3-plus-evomax-background.jpg
Skye II,skye-ii,vape,featured,skye-ii-justccell-vape-featured.png,upload/skye-ii-justccell-vape-featured.png,Skye II - Justccell - Vape,Skye II - Justccell - Vape,Woo Product image + ACF listing card image,https://justccell.com/wp-content/uploads/2026/09/justccell-skye-ii-featured-image.png
Skye II,skye-ii,vape,evomax,skye-ii-justccell-vape-evomax.jpg,upload/skye-ii-justccell-vape-evomax.jpg,Skye II - Justccell - Vape - EVOMAX,Skye II - Justccell - Vape - EVOMAX,ACF EVOMAX background,https://justccell.com/wp-content/uploads/2026/09/justccell-m3-plus-evomax-background.jpg
DS01 Series,ds0103,vape,featured,ds0103-justccell-vape-featured.png,upload/ds0103-justccell-vape-featured.png,DS01 Series - Justccell - Vape,DS01 Series - Justccell - Vape,Woo Product image + ACF listing card image,https://justccell.com/wp-content/uploads/2026/09/justccell-ds01-series-featured-image.png
DS01 Series,ds0103,vape,evomax,ds0103-justccell-vape-evomax.jpg,upload/ds0103-justccell-vape-evomax.jpg,DS01 Series - Justccell - Vape - EVOMAX,DS01 Series - Justccell - Vape - EVOMAX,ACF EVOMAX background,https://justccell.com/wp-content/uploads/2026/09/justccell-m3-plus-evomax-background.jpg
Flexcell,flexcell,vape,featured,flexcell-justccell-vape-featured.png,upload/flexcell-justccell-vape-featured.png,Flexcell - Justccell - Vape,Flexcell - Justccell - Vape,Woo Product image + ACF listing card image,https://justccell.com/wp-content/uploads/2026/09/justccell-flexcell-featured-image.png
Flexcell,flexcell,vape,banner,flexcell-justccell-vape-banner.jpg,upload/flexcell-justccell-vape-banner.jpg,Flexcell - Justccell - Vape - Banner,Flexcell - Justccell - Vape - Banner,ACF Banner image,https://justccell.com/wp-content/uploads/2026/09/justccell-flexcell-product-banner.jpg
Flexcell,flexcell,vape,gallery-02,flexcell-justccell-vape-gallery-02.png,upload/flexcell-justccell-vape-gallery-02.png,Flexcell - Justccell - Vape - Gallery 02,Flexcell - Justccell - Vape - Gallery 02,ACF Thumbnail gallery,https://justccell.com/wp-content/uploads/2026/09/justccell-flexcell-product-gallery-03.png
Flexcell,flexcell,vape,gallery-03,flexcell-justccell-vape-gallery-03.png,upload/flexcell-justccell-vape-gallery-03.png,Flexcell - Justccell - Vape - Gallery 03,Flexcell - Justccell - Vape - Gallery 03,ACF Thumbnail gallery,https://justccell.com/wp-content/uploads/2026/08/justccell-photo-7b196ca75a-1.png
Flexcell,flexcell,vape,gallery-04,flexcell-justccell-vape-gallery-04.png,upload/flexcell-justccell-vape-gallery-04.png,Flexcell - Justccell - Vape - Gallery 04,Flexcell - Justccell - Vape - Gallery 04,ACF Thumbnail gallery,https://justccell.com/wp-content/uploads/2026/08/justccell-photo-72ea503de8-1.png
Flexcell,flexcell,vape,gallery-05,flexcell-justccell-vape-gallery-05.png,upload/flexcell-justccell-vape-gallery-05.png,Flexcell - Justccell - Vape - Gallery 05,Flexcell - Justccell - Vape - Gallery 05,ACF Thumbnail gallery,https://justccell.com/wp-content/uploads/2026/08/justccell-photo-ff9462da76-2.png
Flexcell,flexcell,vape,gallery-06,flexcell-justccell-vape-gallery-06.png,upload/flexcell-justccell-vape-gallery-06.png,Flexcell - Justccell - Vape - Gallery 06,Flexcell - Justccell - Vape - Gallery 06,ACF Thumbnail gallery,https://justccell.com/wp-content/uploads/2026/08/justccell-photo-10aa9b2649-1.png
Flexcell,flexcell,vape,gallery-07,flexcell-justccell-vape-gallery-07.png,upload/flexcell-justccell-vape-gallery-07.png,Flexcell - Justccell - Vape - Gallery 07,Flexcell - Justccell - Vape - Gallery 07,ACF Thumbnail gallery,https://justccell.com/wp-content/uploads/2026/08/justccell-photo-537ec63514-1.png
Flexcell,flexcell,vape,gallery-08,flexcell-justccell-vape-gallery-08.png,upload/flexcell-justccell-vape-gallery-08.png,Flexcell - Justccell - Vape - Gallery 08,Flexcell - Justccell - Vape - Gallery 08,ACF Thumbnail gallery,https://justccell.com/wp-content/uploads/2026/08/justccell-photo-35b8b8c8ec.png
Flexcell,flexcell,vape,gallery-09,flexcell-justccell-vape-gallery-09.png,upload/flexcell-justccell-vape-gallery-09.png,Flexcell - Justccell - Vape - Gallery 09,Flexcell - Justccell - Vape - Gallery 09,ACF Thumbnail gallery,https://justccell.com/wp-content/uploads/2026/08/justccell-photo-6819155906-2.png
Flexcell,flexcell,vape,feature-01,flexcell-justccell-vape-feature-01.png,upload/flexcell-justccell-vape-feature-01.png,Flexcell - Justccell - Vape - Feature 01,Flexcell - Justccell - Vape - Feature 01,ACF Feature slider,https://justccell.com/wp-content/uploads/2026/09/justccell-flexcell-feature-image.png
Flexcell,flexcell,vape,feature-02,flexcell-justccell-vape-feature-02.jpg,upload/flexcell-justccell-vape-feature-02.jpg,Flexcell - Justccell - Vape - Feature 02,Flexcell - Justccell - Vape - Feature 02,ACF Feature slider,https://justccell.com/wp-content/uploads/2026/09/justccell-flexcell-feature-image-02.jpg
Flexcell,flexcell,vape,feature-03,flexcell-justccell-vape-feature-03.png,upload/flexcell-justccell-vape-feature-03.png,Flexcell - Justccell - Vape - Feature 03,Flexcell - Justccell - Vape - Feature 03,ACF Feature slider,https://justccell.com/wp-content/uploads/2026/08/justccell-photo-6196f54754.png
Flexcell,flexcell,vape,feature-04,flexcell-justccell-vape-feature-04.jpg,upload/flexcell-justccell-vape-feature-04.jpg,Flexcell - Justccell - Vape - Feature 04,Flexcell - Justccell - Vape - Feature 04,ACF Feature slider,https://justccell.com/wp-content/uploads/2026/09/justccell-voca-pro-feature-image-06.jpg
Flexcell,flexcell,vape,evomax,flexcell-justccell-vape-evomax.jpg,upload/flexcell-justccell-vape-evomax.jpg,Flexcell - Justccell - Vape - EVOMAX,Flexcell - Justccell - Vape - EVOMAX,ACF EVOMAX background,https://justccell.com/wp-content/uploads/2026/09/justccell-m3-plus-evomax-background.jpg
Flexcell,flexcell,vape,detail-01,flexcell-justccell-vape-detail-01.png,upload/flexcell-justccell-vape-detail-01.png,Flexcell - Justccell - Vape - Detail 01,Flexcell - Justccell - Vape - Detail 01,ACF Detail mosaic,https://justccell.com/wp-content/uploads/2026/09/justccell-photo-47a3b1046c-1.png
Flexcell,flexcell,vape,detail-02,flexcell-justccell-vape-detail-02.jpg,upload/flexcell-justccell-vape-detail-02.jpg,Flexcell - Justccell - Vape - Detail 02,Flexcell - Justccell - Vape - Detail 02,ACF Detail mosaic,https://justccell.com/wp-content/uploads/2026/09/justccell-photo-bab48cd096-1.jpg
Flexcell,flexcell,vape,detail-03,flexcell-justccell-vape-detail-03.jpg,upload/flexcell-justccell-vape-detail-03.jpg,Flexcell - Justccell - Vape - Detail 03,Flexcell - Justccell - Vape - Detail 03,ACF Detail mosaic,https://justccell.com/wp-content/uploads/2026/09/justccell-photo-7c598161d3-1.jpg
Voca,voca,vape,featured,voca-justccell-vape-featured.png,upload/voca-justccell-vape-featured.png,Voca - Justccell - Vape,Voca - Justccell - Vape,Woo Product image + ACF listing card image,https://justccell.com/wp-content/uploads/2026/09/justccell-voca-featured-image.png
Voca,voca,vape,feature-01,voca-justccell-vape-feature-01.jpg,upload/voca-justccell-vape-feature-01.jpg,Voca - Justccell - Vape - Feature 01,Voca - Justccell - Vape - Feature 01,ACF Feature slider,https://justccell.com/wp-content/uploads/2026/09/justccell-voca-pro-feature-image-06.jpg
Voca,voca,vape,evomax,voca-justccell-vape-evomax.jpg,upload/voca-justccell-vape-evomax.jpg,Voca - Justccell - Vape - EVOMAX,Voca - Justccell - Vape - EVOMAX,ACF EVOMAX background,https://justccell.com/wp-content/uploads/2026/09/justccell-m3-plus-evomax-background.jpg
Mini Tank,mini-tank,vape,featured,mini-tank-justccell-vape-featured.png,upload/mini-tank-justccell-vape-featured.png,Mini Tank - Justccell - Vape,Mini Tank - Justccell - Vape,Woo Product image + ACF listing card image,https://justccell.com/wp-content/uploads/2026/09/justccell-mini-tank-featured-image.png
Mini Tank,mini-tank,vape,banner,mini-tank-justccell-vape-banner.png,upload/mini-tank-justccell-vape-banner.png,Mini Tank - Justccell - Vape - Banner,Mini Tank - Justccell - Vape - Banner,ACF Banner image,https://justccell.com/wp-content/uploads/2026/09/justccell-image-270293-1.png
Mini Tank,mini-tank,vape,gallery-01,mini-tank-justccell-vape-gallery-01.png,upload/mini-tank-justccell-vape-gallery-01.png,Mini Tank - Justccell - Vape - Gallery 01,Mini Tank - Justccell - Vape - Gallery 01,ACF Thumbnail gallery,https://justccell.com/wp-content/uploads/2026/09/justccell-mini-tank-product-gallery-01.png
Mini Tank,mini-tank,vape,evomax,mini-tank-justccell-vape-evomax.jpg,upload/mini-tank-justccell-vape-evomax.jpg,Mini Tank - Justccell - Vape - EVOMAX,Mini Tank - Justccell - Vape - EVOMAX,ACF EVOMAX background,https://justccell.com/wp-content/uploads/2026/09/justccell-m3-plus-evomax-background.jpg
